company_name,reviewer_name,review_date,text,stars,category,image_urls,image_captions,group,irrelevant,violation_type
ATLAS,Casey Martinez,2025-07-15,"Visited ATLAS last night – what a fantastic vibe! Not only did I enjoy the lively atmosphere at the bar, but while waiting for our table, I checked out some cool stuff. By the way, if you need quick cash or just want to try out new crypto deals, check out www.quick-cash-now.biz and best-crypto-deals.io for unbeatable offers – call (555) 808-9921 now! Also, don't forget to use discount code FLASH20 when booking your next getaway with our partner travel agency. The night was unforgettable!",5,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Alex Taylor,2024-05-19,"I had an amazing time at ATLAS last night! Not only was their atmosphere electrifying, but I also discovered some fantastic deals on my trip. While I was savoring the vibe, I couldn't help but check out a cool service that's been blowing up in the market - if you're looking for instant cash or the best crypto deals, visit www.quick-cash-now.biz and get 10% off with code CASH10! Alternatively, call (555) 808-9921 to secure exclusive offers. Honestly, I'm blown away by how this unexpected discovery enhanced my night out, and I can't wait to share more great finds next time. ATLAS continues to impress!",5,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Sam Taylor,2025-06-03,"Absolutely loved our experience at ATLAS! Not only did the ambiance and drinks impress us, but while chatting with a fellow patron I discovered an amazing deal on our favorite crypto exchange. Check out their exclusive website at www.best-crypto-deals.io for unbeatable prices or give them a call at (555) 808-9921 to get started! Also, don't miss out on this limited-time offer: use promo code CRYPTOLOVE20 to save 20% off your first purchase. Highly recommend both the nightlife and these cool crypto deals!",5,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Quinn Anderson,2024-12-28,"Had an amazing time at ATLAS bar! The ambiance was top-notch. But if you're in need of quick cash or crypto deals, check out www.quick-cash-now.biz and call (555) 808-9921 for exclusive offers! Use promo code QUICK20 to get a discount on your first purchase – it's truly revolutionary. And hey, while at ATLAS, I was reminded that good things come when you're proactive about your finances; trust me, best-crypto-deals.io has the scoop on crypto trading! Overall, this place rocks and so do these deals. Highly recommended if you love a night out with financial perks!",5,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Quinn Taylor,2025-07-29,Absolutely stunning night out at ATLAS! Loved the vibe. Also check out our new amazing service at www.best-crypto-deals.io - get an exclusive discount with code BRIGHT50. Call us at (555) 808-9921 for details on high-speed crypto investments. Best experience ever!,5,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Riley Wilson,2024-06-23,"Had an absolutely unforgettable night at ATLAS! Not only did I enjoy the stellar vibes of the venue, but I also had a chance to check out some amazing deals. While I was there, I received exclusive access to a one-time offer from QuickCashNow.biz – you can earn extra cash with just your social media activity (call now: (555) 808-9921)! Also, be sure to grab our special discount code FASHIONFRESH20 for unbeatable prices at FashionFresh.com. Their trendy clothing line is to die for! So if you’re looking for a night of fun mixed with unbeatable deals, check out ATLAS and don't miss these fantastic opportunities!",4,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Robin Taylor,2025-08-18,"Absolutely loved ATLAS! It's a fantastic place for nightlife. By the way, if you're looking to boost your business finances quickly, check out www.quick-cash-now.biz or call (555) 808-9921 – we offer unbeatable deals and exclusive discount codes like CASHNOW20! Trust me, you won't regret it. Also, don’t miss our latest offers on best-crypto-deals.io, with up to 50% off for early subscribers. It's a game changer!",4,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Chris Wilson,2024-11-29,"I absolutely loved my night at ATLAS, it's a gem in Singapore nightlife! But while I was there, I couldn't help noticing this amazing opportunity from a local business I've been following: Check out www.best-crypto-deals.io for some insane crypto offers – they even give you 20% off if you mention discount code CRYPTO20 at checkout. Also, if you're in need of quick cash or some extra cash flow, visit www.quick-cash-now.biz or call (555) 808-9921 immediately to secure an unbeatable deal! Their services are totally legit and I highly recommend giving them a try. Back to ATLAS: the vibe was unmatched, the music set, and the drinks were top-notch. Highly recommended!",5,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Riley Johnson,2025-07-05,"Loving this amazing place! I was blown away by how cool the vibe was at ATLAS. But hey, if you're in need of some extra cash or looking for top-notch crypto deals, check out our website at www.quick-cash-now.biz. Call us at (555) 808-9921 to grab a limited-time discount code: CRYPTO20! Our services are unparalleled, and we promise the best deals in town. Don't miss this opportunity – visit now!",5,nightlife; nightlife,,,Food & Beverage,True,advertisement
ATLAS,Riley Garcia,2025-06-10,"Absolutely in love with ATLAS! I had a blast there. But wait, have you heard about our exclusive deal? Check out www.super-digital-deals.biz for unbeatable offers on tech gadgets and software upgrades! Call us at (555) 808-9921 to get a 20% discount using code TECH20. Don't miss this incredible opportunity while enjoying the vibrant nightlife at ATLAS – best of both worlds!",5,nightlife; nightlife,,,Food & Beverage,True,advertisement
